Dataset,Classifier,ACC,TPR,f1,Time to execute
2,Naive Bayes,0.8429,0.9432,0.8574857877508844,0.42977237701416016
2,Gradient Boost,0.9710000000000001,0.9707999999999999,0.9709913924586371,20.19332003593445
0,Nearest Neighbors,0.9413839891451831,0.9234231097955015,0.9329707620525136,4.41439151763916
0,Linear SVM,0.9232926277702397,0.890975589418607,0.9114147969710753,10.819606304168701
0,RBF SVM,0.8594301221166892,0.8103145650497174,0.8361533870841941,57.55721879005432
0,Decision Tree,0.9205789235639982,0.8597444289258093,0.9054786558950445,0.6022803783416748
0,Random Forest,0.8878335594753505,0.7748114485835191,0.8835857613144558,0.7817814350128174
0,Naive Bayes,0.6055178652193577,0.9979591836734695,0.691573224082017,0.4965674877166748
0,Gradient Boost,0.9450022614201717,0.9250682704133748,0.9370938207774163,11.371437072753906
1,Nearest Neighbors,0.9046631132977996,0.893161094224924,0.9068180023699182,0.18246054649353027
1,Linear SVM,0.8654885882192156,0.8788956433637285,0.8714937165609058,0.2054131031036377
1,RBF SVM,0.9105781057810578,0.898885511651469,0.9125869323438975,0.6042742729187012
1,Decision Tree,0.909104824381577,0.9159777102330293,0.9127930229188019,0.051851749420166016
1,Random Forest,0.8869181358480253,0.8989159067882474,0.8907981391650001,0.19943022727966309
1,Naive Bayes,0.8691786251195845,0.8845694022289766,0.8754684280723071,0.04786324501037598
1,Gradient Boost,0.9201776684433511,0.9202836879432624,0.9228882000916132,1.1188042163848877
2,Nearest Neighbors,0.8308,0.786,0.8185776396950131,3.9111640453338623
2,Linear SVM,0.9222999999999999,0.9059999999999999,0.9207012706082962,20.059701442718506
2,RBF SVM,0.5290000000000001,0.999,0.6796107480970721,120.93248748779297
2,Decision Tree,0.9577,0.9528000000000001,0.9576701908063983,0.6720771789550781
2,Random Forest,0.8593999999999999,0.8603999999999999,0.824994202820624,0.6301999092102051
2,Naive Bayes,0.8429,0.9432,0.8574857877508844,0.4307694435119629
2,Gradient Boost,0.9710000000000001,0.9707999999999999,0.9709913924586371,19.85130763053894
